,title,type,release_year,runtime,production_countries,imdb_score,imdb_votes
4645,The Charming Stepmom,SHOW,2019,56,['TH'],7.8,17.0
4646,Mallesham,MOVIE,2019,131,['IN'],8.3,1036.0
4647,Deon Cole: Cole Hearted,MOVIE,2019,69,['US'],6.9,883.0
4648,15 August,MOVIE,2019,124,['IN'],5.8,273.0
4649,Sab el-Burumbah,MOVIE,2019,95,['EG'],5.5,483.0
4650,Mehandi Circus,MOVIE,2019,135,['IN'],7.4,543.0
4651,David Batra: Elephant in The Room,MOVIE,2020,77,['SE'],5.9,196.0
4652,A New York Christmas Wedding,MOVIE,2020,88,['US'],5.3,1111.0
4654,Sanitation Day,MOVIE,2020,104,['NG'],3.3,17.0
4655,The Millions,MOVIE,2019,94,['NG'],5.5,38.0
4656,One Day We'll Talk About Today,MOVIE,2020,121,['ID'],7.4,1116.0
4657,Once Upon a Time in Lingjian Mountain,SHOW,2019,45,['CN'],7.5,261.0
4658,The Perfect Picture: Ten Years Later,MOVIE,2019,150,['GH'],6.2,48.0
4660,True: Terrific Tales,SHOW,2020,8,['US'],5.7,22.0
4661,The Beginning of Life 2: Outside,MOVIE,2020,92,['BR'],8.1,18.0
4663,Somewhere Only We Know,SHOW,2019,58,['CN'],7.3,158.0
4664,Fukrey Boyzzz: Space Mein Fukrapanti,MOVIE,2020,74,[],7.8,14.0
4667,Anitta: Made in Honório,SHOW,2020,29,['BR'],6.8,398.0
4669,In the Bosom of a Thorn,SHOW,2019,46,[],7.3,48.0
4671,All Because of You,MOVIE,2020,101,['MY'],4.2,217.0
4672,Uriyadi 2,MOVIE,2019,119,['IN'],7.1,880.0
4674,Guddiyan Patole,MOVIE,2019,127,['IN'],7.0,704.0
4676,Albert  Pinto Ko Gussa Kyun Aata Hai?,MOVIE,2019,82,['IN'],5.5,1968.0
4677,Maniyarayile Ashokan,MOVIE,2020,110,['IN'],4.7,1235.0
4678,Futmalls.com,SHOW,2020,40,['TW'],6.4,182.0
4679,Valentino,SHOW,2020,39,['EG'],5.2,213.0
4680,Chippa,MOVIE,2019,90,['IN'],6.4,1087.0
4683,4th Republic,MOVIE,2019,119,['NG'],6.2,29.0
4684,A Tale of Two Kitchens,MOVIE,2019,29,"['US', 'MX']",6.5,145.0
4685,Mokalik (Mechanic),MOVIE,2019,100,['NG'],6.2,148.0
4686,The Body Remembers When the World Broke Open,MOVIE,2019,105,"['CA', 'NO']",7.0,731.0
4687,2 Weeks in Lagos,MOVIE,2019,107,['NG'],6.6,33.0
4689,Kids on the Block,MOVIE,2019,103,['TR'],5.7,349.0
4690,J-Style Trip,SHOW,2020,64,"['CN', 'TW']",4.9,111.0
4691,Horrid Henry's Gross Day Out,MOVIE,2020,61,['GB'],6.1,47.0
4693,The Knight and the Princess,MOVIE,2019,97,"['EG', 'SA']",5.9,375.0
4695,Penalty,MOVIE,2019,128,['IN'],5.3,859.0
4697,The 9th Precinct,MOVIE,2019,94,['TW'],5.6,521.0
4698,Malaal,MOVIE,2019,136,['IN'],5.9,1036.0
4700,Evvarikee Cheppoddu,MOVIE,2019,133,['IN'],7.2,404.0
4701,Nasha Natasha,MOVIE,2020,83,['UY'],6.4,299.0
4702,Super Monsters Save Christmas,MOVIE,2019,24,['US'],4.8,57.0
4703,Luckee,MOVIE,2019,113,['IN'],4.7,44.0
4707,"Sincerely Yours, Dhaka",MOVIE,2019,134,['BD'],6.9,653.0
4710,Kambili: The Whole 30 Yards,MOVIE,2020,119,[],6.6,37.0
4711,Saavat,MOVIE,2019,117,['IN'],6.6,166.0
4714,Krutant,MOVIE,2019,116,['IN'],6.4,104.0
4715,糖糖Online,SHOW,2019,24,['TW'],5.5,21.0
4716,This Earth of Mankind,MOVIE,2019,181,['ID'],6.9,729.0
4717,Holy Expectations,MOVIE,2019,89,['CO'],5.2,26.0
4719,Classmates Minus,MOVIE,2020,122,['TW'],7.1,1543.0
4720,Masameer: The Movie,MOVIE,2020,112,['SA'],5.9,2233.0
4721,Sethum Aayiram Pon,MOVIE,2019,102,['IN'],7.2,343.0
4723,The App That Stole Christmas,MOVIE,2020,63,['US'],3.7,734.0
4724,Ali & Alia,MOVIE,2019,105,['EG'],5.0,33.0
4728,Time Out,MOVIE,2019,93,[],5.9,45.0
4731,Sleepless Society NYCTOPHOBIA,SHOW,2019,46,['TH'],5.5,43.0
4732,Ave Maryam,MOVIE,2019,74,['ID'],7.0,479.0
4733,Chico Bon Bon and the Very Berry Holiday,MOVIE,2020,25,[],5.9,39.0
4734,Uncle Naji in UAE,MOVIE,2019,95,['AE'],5.0,59.0
4735,Tarung Sarung,MOVIE,2020,115,['ID'],6.3,189.0
4737,Lola Igna,MOVIE,2019,114,['PH'],7.2,183.0
4738,Vir Das: Outside in - The Lockdown Special,MOVIE,2020,50,[],6.5,256.0
4739,Kenny Sebastian: The Most Interesting Person in the Room,MOVIE,2020,67,['IN'],6.2,987.0
4740,We Are Legends,MOVIE,2019,108,['HK'],5.1,193.0
4742,Fate of Alakada,MOVIE,2020,114,['NG'],7.0,54.0
4744,A Go! Go! Cory Carson Christmas,MOVIE,2020,21,['US'],6.3,48.0
4745,Your Excellency,MOVIE,2019,120,['NG'],6.6,43.0
4746,Elevator Baby,MOVIE,2019,83,[],6.9,73.0
4747,Andre and His Olive Tree,MOVIE,2020,104,['SG'],6.6,201.0
4748,Nenjamundu Nermaiyundu Odu Raja,MOVIE,2019,128,['IN'],6.1,366.0
4750,Namaste Wahala,MOVIE,2020,106,['NG'],5.2,1536.0
4751,Super Monsters: Santa's Super Monster Helpers,MOVIE,2020,24,['US'],4.5,25.0
4753,High End Yaariyaan,MOVIE,2019,140,['IN'],5.8,1513.0
4754,Nimbe: The Movie,MOVIE,2019,110,[],5.9,57.0
4755,In Paradox,MOVIE,2019,95,['KW'],5.0,145.0
4757,The Panti Sisters,MOVIE,2019,108,['PH'],5.6,264.0
4759,Luccas Neto in: Children's Day,MOVIE,2019,81,['BR'],2.5,12.0
4763,Holiday Home Makeover with Mr. Christmas,SHOW,2020,43,['US'],5.8,291.0
4769,Buddi,SHOW,2020,8,['US'],7.1,61.0
4770,I'm Glad I Did,MOVIE,2020,123,['TR'],8.4,1387.0
4771,RK Nagar,MOVIE,2019,110,['IN'],5.1,137.0
4772,Ladies Up,SHOW,2020,17,['IN'],4.3,234.0
4773,Kings of Jo'Burg,SHOW,2020,51,['ZA'],5.6,491.0
4774,Si Doel the Movie 2,MOVIE,2019,95,['ID'],7.0,182.0
4775,My Stupid Boss 2,MOVIE,2019,94,['ID'],6.6,451.0
4777,Mariposa,MOVIE,2020,117,[],7.7,700.0
4778,The House Arrest of Us,SHOW,2020,26,['PH'],5.6,107.0
4779,The Smart Money Woman,SHOW,2020,48,[],6.4,105.0
4781,Kaagar,MOVIE,2019,129,['IN'],6.2,64.0
4782,Four Sisters Before the Wedding,MOVIE,2020,116,[],6.3,172.0
4783,Extreme Engagement,SHOW,2019,40,[],5.6,382.0
4784,Fary: Hexagone,SHOW,2020,51,['FR'],6.2,126.0
4785,Carlos Almaraz: Playing with Fire,MOVIE,2019,82,['US'],7.5,58.0
4786,True Tunes,SHOW,2019,3,['US'],8.0,14.0
4788,Bypass Road,MOVIE,2019,137,['IN'],5.4,999.0
4789,Rakkhosh,MOVIE,2019,113,['IN'],4.9,184.0
4790,Hamid,MOVIE,2019,108,['IN'],7.7,1189.0
4792,Children of Adam,SHOW,2020,41,['LB'],7.8,170.0
4793,Word Party Songs,SHOW,2020,4,[],3.6,18.0
4794,A Home with a View,MOVIE,2019,92,['HK'],5.9,294.0
4795,Cemara's Family,MOVIE,2019,110,['ID'],7.8,750.0
4799,David A. Arnold Fat Ballerina,MOVIE,2020,60,['US'],7.4,71.0
4801,Alone/Together,MOVIE,2019,103,['PH'],6.8,451.0
4803,Between Maybes,MOVIE,2019,107,"['PH', 'JP']",6.2,172.0
4804,Sur Sapata,MOVIE,2019,128,['IN'],7.4,45.0
4805,Si Doel the Movie 3,MOVIE,2020,93,[],6.7,130.0
4806,Mama Drama,MOVIE,2020,85,['US'],6.3,8.0
4807,The Defected,SHOW,2019,42,['HK'],7.4,68.0
4808,Tuna Girl,MOVIE,2019,89,['JP'],6.1,140.0
4809,The Wedding Shaman,MOVIE,2019,111,['ID'],7.1,158.0
4810,Dilan 1991,MOVIE,2019,118,['ID'],6.8,1047.0
4811,She Is,MOVIE,2019,106,[],5.8,6.0
4812,Bhai - Vyakti Ki Valli 2,MOVIE,2019,130,['IN'],7.8,195.0
4813,Elf Pets: A Fox Cub's Christmas Tale,MOVIE,2019,28,[],4.7,98.0
4814,This Lady Called Life,MOVIE,2020,120,['NG'],6.8,62.0
4816,One Take,MOVIE,2020,85,['TH'],5.9,52.0
4818,#FriendButMarried 2,MOVIE,2020,104,['ID'],6.9,300.0
4819,Luccas Neto in: Summer Camp,MOVIE,2019,87,['BR'],2.8,52.0
4820,Girl's Revenge,MOVIE,2020,81,['TW'],5.7,190.0
4821,Kolaiyuthir Kaalam,MOVIE,2019,109,['IN'],2.6,398.0
4822,Sakaling Maging Tayo,MOVIE,2019,90,['PH'],7.1,73.0
4823,Story of Kale: When Someone's in Love,MOVIE,2020,77,['ID'],6.4,270.0
4824,Mighty Little Bheem: Diwali,SHOW,2019,24,[],7.7,35.0
4826,Born Beautiful,MOVIE,2019,96,['PH'],5.5,118.0
4827,Milea,MOVIE,2020,99,['ID'],6.4,547.0
4828,Stunt School,MOVIE,2019,95,['TR'],4.4,1123.0
4830,A Perfect Day for Arsenide,SHOW,2020,23,['HK'],5.0,16.0
4831,Anatomy of a Scandal,SHOW,2022,45,"['GB', 'US']",7.0,16425.0
4832,Heartstopper,SHOW,2022,28,['GB'],8.9,28978.0
4833,The Pentaverate,SHOW,2022,27,['US'],6.1,3409.0
4835,Inventing Anna,SHOW,2022,68,['US'],6.8,54105.0
4836,The Adam Project,MOVIE,2022,106,['US'],6.7,156603.0
4837,Operation Mincemeat,MOVIE,2022,128,"['GB', 'US']",6.9,1972.0
4838,The Power of the Dog,MOVIE,2021,126,"['CA', 'GR', 'NZ', 'GB', 'AU']",6.9,158487.0
4839,Pieces of Her,SHOW,2022,52,['US'],6.4,11322.0
4840,Choose or Die,MOVIE,2022,85,['GB'],4.7,14911.0
4841,Metal Lords,MOVIE,2022,97,['US'],6.7,19689.0
4842,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,2022,61,['US'],7.2,3984.0
4843,The Bubble,MOVIE,2022,126,['US'],4.7,20080.0
4844,White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,2022,88,['US'],5.6,1184.0
4845,Pacific Rim: The Black,SHOW,2021,24,['US'],7.0,4796.0
4846,Vikings: Valhalla,SHOW,2022,51,['US'],7.1,31330.0
4847,Arcane,SHOW,2021,41,['US'],9.1,175412.0
4848,Windfall,MOVIE,2022,92,['US'],5.7,17218.0
4849,"tick, tick... BOOM!",MOVIE,2021,121,['US'],7.5,96418.0
4850,Hold Tight,SHOW,2022,47,['PL'],6.1,1113.0
4851,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,2022,52,['US'],5.8,2062.0
4852,Midnight Mass,SHOW,2021,64,['US'],7.7,102321.0
4853,Don't Look Up,MOVIE,2021,138,['US'],7.2,498447.0
4854,Murderville,SHOW,2022,34,['US'],6.9,10414.0
4855,Clark,SHOW,2022,61,['SE'],7.5,1991.0
4856,The Ultimatum: Marry or Move On,SHOW,2022,50,['US'],5.4,1440.0
4857,Apollo 10½:  A Space Age Childhood,MOVIE,2022,98,"['NL', 'US']",7.3,4932.0
4858,Hard Cell,SHOW,2022,26,"['US', 'GB']",6.1,618.0
4859,The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,26,['US'],6.3,38964.0
4860,Archive 81,SHOW,2022,54,['US'],7.3,43068.0
4861,Peter Rabbit 2: The Runaway,MOVIE,2021,93,"['US', 'AU']",6.2,10714.0
4862,Jimmy Savile: A British Horror Story,SHOW,2022,85,['GB'],6.7,4711.0
4863,Squid Game,SHOW,2021,54,['KR'],8.0,416738.0
4864,The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,2022,101,['US'],6.2,2233.0
4865,Black Crab,MOVIE,2022,114,['SE'],5.6,17101.0
4866,Yakamoz S-245,SHOW,2022,48,['TR'],6.1,3861.0
4867,Bubble,MOVIE,2022,101,['JP'],6.5,2468.0
4868,The Lost Daughter,MOVIE,2021,122,"['GB', 'US', 'GR']",6.7,56650.0
4869,365 Days: This Day,MOVIE,2022,111,['PL'],2.5,10739.0
4870,Welcome To Eden,SHOW,2022,41,['ES'],4.9,973.0
4871,The Mitchells vs. the Machines,MOVIE,2021,113,['US'],7.6,100787.0
4872,Red Notice,MOVIE,2021,117,['US'],6.3,255356.0
4873,Stay Close,SHOW,2021,47,['GB'],6.9,28669.0
4874,Maid,SHOW,2021,54,['US'],8.4,74955.0
4875,The Marked Heart,SHOW,2022,44,['CO'],6.3,1103.0
4876,Meltdown: Three Mile Island,SHOW,2022,44,['US'],7.0,958.0
4877,Shadow and Bone,SHOW,2021,52,['US'],7.6,77782.0
4878,Lupin,SHOW,2021,46,['FR'],7.5,100575.0
4879,The Alpinist,MOVIE,2021,92,"['US', 'AT', 'GB']",8.0,7192.0
4881,The Harder They Fall,MOVIE,2021,139,['US'],6.5,57549.0
4883,Against the Ice,MOVIE,2022,102,"['DK', 'IS']",6.5,18057.0
4884,Brand New Cherry Flavor,SHOW,2021,43,['US'],7.1,14449.0
4886,Human Resources,SHOW,2022,27,['US'],7.2,4761.0
4887,All of Us Are Dead,SHOW,2022,61,['KR'],7.5,41393.0
4888,Heirs to the Land,SHOW,2022,54,['ES'],7.0,599.0
4889,The House,MOVIE,2022,97,['GB'],6.8,12270.0
4890,Return to Space,MOVIE,2022,128,['US'],7.3,3270.0
4891,The Weekend Away,MOVIE,2022,91,['GB'],5.6,20207.0
4892,Behind Her Eyes,SHOW,2021,50,['GB'],7.2,57514.0
4893,Gangubai Kathiawadi,MOVIE,2022,157,['IN'],7.0,44045.0
4894,Is It Cake?,SHOW,2022,38,['US'],5.7,465.0
4895,Along for the Ride,MOVIE,2022,106,['US'],6.0,1432.0
4896,The Andy Warhol Diaries,SHOW,2022,66,['US'],7.7,1496.0
4897,The Colony,MOVIE,2021,104,"['CH', 'DE']",5.4,7434.0
4898,Rescued by Ruby,MOVIE,2022,93,['CA'],7.1,6417.0
4899,The Cuphead Show!,SHOW,2022,15,['US'],7.5,5792.0
4900,The Takedown,MOVIE,2022,119,['FR'],5.7,1768.0
4901,Diana: The Musical,MOVIE,2021,117,['US'],4.3,1189.0
4902,Cowboy Bebop,SHOW,2021,45,['US'],6.6,35427.0
4903,The Hand of God,MOVIE,2021,130,['IT'],7.4,30235.0
4904,The 7 Lives of Lea,SHOW,2022,41,['FR'],7.5,1196.0
4905,The Unforgivable,MOVIE,2021,112,"['DE', 'GB', 'US']",7.1,101975.0
4906,The Guilty,MOVIE,2021,90,['US'],6.3,113483.0
4907,Coming Home in the Dark,MOVIE,2021,93,['NZ'],5.7,4049.0
4908,The Tinder Swindler,MOVIE,2022,114,['GB'],7.2,57606.0
4909,The Silent Sea,SHOW,2021,45,['KR'],6.9,18548.0
4910,Sweet Tooth,SHOW,2021,45,['US'],7.8,49182.0
4911,Till Death,MOVIE,2021,89,['US'],5.8,19029.0
4912,Clickbait,SHOW,2021,46,"['AU', 'US']",7.2,50140.0
4913,Worst Roommate Ever,SHOW,2022,47,['US'],8.1,8.0
4914,Hellbound,SHOW,2021,52,['KR'],6.6,22107.0
4915,In from the Cold,SHOW,2022,49,['US'],6.2,6663.0
4916,Silverton Siege,MOVIE,2022,100,['ZA'],6.1,2122.0
4917,Komi Can't Communicate,SHOW,2021,24,['JP'],7.8,4358.0
4918,Tomorrow,SHOW,2022,60,['KR'],7.7,603.0
4920,Munich: The Edge of War,MOVIE,2022,129,['GB'],6.8,26781.0
4921,Ginny & Georgia,SHOW,2021,54,['US'],7.4,44573.0
4922,Texas Chainsaw Massacre,MOVIE,2022,83,['US'],4.8,45810.0
4923,Passing,MOVIE,2021,98,"['GB', 'US', 'CA']",6.7,13553.0
4924,Downfall: The Case Against Boeing,MOVIE,2022,89,['US'],7.4,9428.0
4925,Inside Job,SHOW,2021,28,['US'],7.6,15137.0
4926,Dirty Lines,SHOW,2022,46,['NL'],7.3,717.0
4927,Trivia Quest,SHOW,2022,9,['US'],5.6,176.0
4928,Army of Thieves,MOVIE,2021,127,"['DE', 'US']",6.4,71036.0
4929,Gunpowder Milkshake,MOVIE,2021,114,"['FR', 'DE', 'US']",6.0,40888.0
4930,Captain Nova,MOVIE,2021,86,['NL'],5.5,960.0
4931,The Sparks Brothers,MOVIE,2021,140,"['GB', 'US']",7.8,4416.0
4932,The Chair,SHOW,2021,30,['US'],7.2,15894.0
4933,The Trip,MOVIE,2021,113,['NO'],6.9,19706.0
4934,Sex/Life,SHOW,2021,48,[],5.4,19604.0
4935,The Chestnut Man,SHOW,2021,55,['DK'],7.7,41253.0
4936,Outlaws,MOVIE,2021,125,['ES'],6.9,3722.0
4937,Army of the Dead,MOVIE,2021,148,['US'],5.7,166882.0
4938,My Liberation Notes,SHOW,2022,62,['KR'],8.4,276.0
4939,jeen-yuhs,SHOW,2022,93,['US'],8.1,7269.0
4940,True Story,SHOW,2021,39,['US'],7.5,16927.0
4941,14 Peaks: Nothing Is Impossible,MOVIE,2021,101,['US'],7.8,22858.0
4942,Halston,SHOW,2021,47,['US'],7.5,14040.0
4943,Anxious People,SHOW,2021,29,['SE'],6.8,3709.0
4944,Bo Burnham: Inside,MOVIE,2021,87,['US'],8.7,44074.0
4945,Young Royals,SHOW,2021,45,['SE'],8.3,26732.0
4947,Oxygen,MOVIE,2021,100,"['FR', 'US']",6.5,36803.0
4948,The Shadow in My Eye,MOVIE,2021,107,['DK'],7.3,8270.0
4949,Resident Evil: Infinite Darkness,SHOW,2021,27,['US'],5.8,9500.0
4950,Our Blues,SHOW,2022,68,['KR'],7.7,209.0
4951,The Serpent,SHOW,2021,57,['GB'],7.6,41782.0
4952,Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,2021,102,['US'],7.9,19.0
4953,Hit & Run,SHOW,2021,49,['IL'],7.1,8367.0
4956,Bigbug,MOVIE,2022,111,['FR'],5.4,6986.0
4957,Trust No One: The Hunt for the Crypto King,MOVIE,2022,90,['GB'],6.3,3850.0
4958,Murder Among the Mormons,SHOW,2021,53,['US'],7.0,6028.0
4959,Kate,MOVIE,2021,106,"['JP', 'TH', 'US']",6.2,57689.0
4960,Worth,MOVIE,2021,118,"['CA', 'GB', 'US']",6.8,12745.0
4961,Katla,SHOW,2021,46,['IS'],7.0,13095.0
4962,The Last Bus,SHOW,2022,35,['GB'],5.0,500.0
4963,Cracow Monsters,SHOW,2022,52,['PL'],5.5,1492.0
4964,The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,42,['GB'],7.0,5224.0
4965,Twenty Five Twenty One,SHOW,2022,76,['KR'],8.7,4081.0
4966,Today We Fix the World,MOVIE,2022,113,['AR'],6.2,782.0
4967,Nightbooks,MOVIE,2021,103,"['CA', 'US']",5.7,8278.0
4968,Firefly Lane,SHOW,2021,52,['US'],7.4,20300.0
4969,Furioza,MOVIE,2021,139,['PL'],6.2,3383.0
4970,The Billion Dollar Code,SHOW,2021,67,['DE'],8.0,7313.0
4971,Last Man Down,MOVIE,2021,87,"['GB', 'SE']",5.0,10906.0
4972,Rumspringa - Ein Amish in Berlin,MOVIE,2022,102,['DE'],5.3,257.0
4973,No One Gets Out Alive,MOVIE,2021,85,"['RO', 'US']",5.3,13913.0
4974,The Woman in the Window,MOVIE,2021,102,['US'],5.7,70886.0
4975,Radhe Shyam,MOVIE,2022,138,['IN'],6.9,21328.0
4976,The Principles of Pleasure,SHOW,2022,51,['US'],4.7,64.0
4977,Honeymoon With My Mother,MOVIE,2022,110,['ES'],5.8,1503.0
4978,Attenborough's Life in Colour,SHOW,2021,51,['GB'],8.2,3090.0
4979,Home Team,MOVIE,2022,99,['US'],6.0,16320.0
4980,The Turning Point,MOVIE,2021,98,['IT'],7.0,9.0
4981,Making Fun,SHOW,2022,41,['US'],7.0,557.0
4983,The Irregulars,SHOW,2021,53,['GB'],5.9,14714.0
4984,After We Fell,MOVIE,2021,99,"['FR', 'US']",4.6,12339.0
4985,My Name,SHOW,2021,50,['KR'],7.8,18446.0
4986,Hypnotic,MOVIE,2021,88,['CA'],5.3,14887.0
4987,Turning Point: 9/11 and the War on Terror,SHOW,2021,62,['US'],8.0,8881.0
4988,Yaksha: Ruthless Operations,MOVIE,2022,125,['KR'],6.2,2486.0
4989,The Vault,MOVIE,2021,118,['ES'],6.4,21511.0
4990,How to Become a Tyrant,SHOW,2021,27,['US'],7.4,8041.0
4992,The Taming of the Shrewd,MOVIE,2022,112,['PL'],4.6,630.0
4993,Who Killed Sara?,SHOW,2021,41,['MX'],6.4,12148.0
4994,The Innocent,SHOW,2021,58,['ES'],7.8,29019.0
4995,Masters of the Universe: Revelation,SHOW,2021,26,['US'],5.2,26127.0
4996,The Dig,MOVIE,2021,112,['GB'],7.1,71915.0
4997,Maya and the Three,SHOW,2021,131,['MX'],8.1,3597.0
4998,Aftermath,MOVIE,2021,114,['US'],5.3,15125.0
4999,Night Stalker: The Hunt for a Serial Killer,SHOW,2021,47,['US'],7.5,23939.0
5000,The Girl from Oslo,SHOW,2021,31,['NO'],6.3,2973.0
5001,Samurai Rabbit: The Usagi Chronicles,SHOW,2022,25,['US'],6.6,148.0
5002,Taylor Tomlinson: Look at You,MOVIE,2022,60,[],7.3,1707.0
5003,The Witcher: Nightmare of the Wolf,MOVIE,2021,83,"['PL', 'KR', 'US']",7.2,41508.0
5004,Prayers for the Stolen,MOVIE,2021,110,"['QA', 'MX', 'US', 'CH', 'AR', 'BR', 'DE']",7.3,1729.0
5005,There's Someone Inside Your House,MOVIE,2021,86,['US'],4.8,14421.0
5006,Zone 414,MOVIE,2021,98,['GB'],4.9,3878.0
5007,Vincenzo,SHOW,2021,81,['KR'],8.4,15134.0
5008,The One,SHOW,2021,42,['GB'],6.6,12367.0
5009,Blood Red Sky,MOVIE,2021,121,"['GB', 'DE']",6.1,44006.0
5010,The Fable: The Killer Who Doesn't Kill,MOVIE,2021,132,['JP'],6.8,1282.0
5011,The Starling,MOVIE,2021,102,['US'],6.3,11733.0
5012,Feria: The Darkest Light,SHOW,2022,50,['ES'],5.7,1532.0
5013,Intrusion,MOVIE,2021,92,['US'],5.3,15464.0
5014,My Little Pony: A New Generation,MOVIE,2021,91,"['CA', 'IE', 'US']",6.8,3468.0
5015,Cosmic Sin,MOVIE,2021,88,['US'],2.5,12284.0
5016,Midnight at the Pera Palace,SHOW,2022,44,['TR'],7.1,6624.0
5017,VOIR,SHOW,2021,20,['US'],6.8,1255.0
5018,Beast,MOVIE,2022,162,['IN'],6.8,19332.0
5019,Kingdom: Ashin of the North,MOVIE,2021,92,['KR'],7.2,4890.0
5020,Jupiter's Legacy,SHOW,2021,45,['US'],6.7,37235.0
5021,The Summit of the Gods,MOVIE,2021,95,"['FR', 'LU']",7.5,4458.0
5022,Vivo,MOVIE,2021,95,['US'],6.7,17650.0
5023,The Ice Road,MOVIE,2021,103,['US'],5.6,37401.0
5024,Robin Robin,MOVIE,2021,30,['GB'],7.2,1533.0
5026,Fear Street: Part One - 1994,MOVIE,2021,107,['US'],6.2,74672.0
5027,Brazen,MOVIE,2022,94,['US'],4.0,11224.0
5029,Pretend It's a City,SHOW,2021,29,['US'],8.1,7096.0
5030,Through My Window,MOVIE,2022,116,['ES'],5.4,7902.0
5031,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,55,['US'],5.9,16799.0
5032,Long Story Short,MOVIE,2021,90,['AU'],6.5,4664.0
5033,Super Crooks,SHOW,2021,30,['JP'],7.1,1984.0
5034,Life After Death with Tyler Henry,SHOW,2022,43,['US'],5.5,522.0
5035,Night Teeth,MOVIE,2021,107,"['GB', 'US']",5.6,16890.0
5037,A Cop Movie,MOVIE,2021,107,['MX'],7.0,1626.0
5038,Marmaduke,MOVIE,2022,88,"['CA', 'US']",3.0,276.0
5039,Catching Killers,SHOW,2021,40,['US'],7.1,2908.0
5040,Love Hard,MOVIE,2021,104,['US'],6.3,48521.0
5041,Animal,SHOW,2021,45,"['US', 'BR']",7.9,857.0
5042,Hometown Cha-Cha-Cha,SHOW,2021,78,['KR'],8.5,9987.0
5043,Stowaway,MOVIE,2021,117,"['DE', 'US']",5.6,44054.0
5045,Things Heard & Seen,MOVIE,2021,121,['US'],5.3,29915.0
5046,Fistful of Vengeance,MOVIE,2022,94,['US'],4.5,5985.0
5047,Procession,MOVIE,2021,118,['US'],7.2,1076.0
5048,Green Mothers' Club,SHOW,2022,69,['KR'],7.1,38.0
5049,Bruised,MOVIE,2021,129,"['GB', 'US']",6.1,13968.0
5050,Space Sweepers,MOVIE,2021,136,['KR'],6.5,24659.0
5051,The Last Letter From Your Lover,MOVIE,2021,110,"['GB', 'CA']",6.6,16302.0
5052,The Pirates: The Last Royal Treasure,MOVIE,2022,126,['KR'],6.0,2882.0
5053,Chosen,SHOW,2022,44,['DK'],4.3,1111.0
5054,Dave Chappelle: The Closer,MOVIE,2021,72,['US'],8.0,24903.0
5055,An astrological guide for broken hearts,SHOW,2021,34,['IT'],7.1,2827.0
5056,Sophie: A Murder in West Cork,SHOW,2021,55,['GB'],6.8,5093.0
5057,Yes Day,MOVIE,2021,86,['US'],5.7,23141.0
5058,Standing Up,SHOW,2022,46,['FR'],6.2,133.0
5059,Who Rules The World,SHOW,2022,44,['CN'],9.2,81.0
5060,Monsters Inside: The 24 Faces of Billy Milligan,SHOW,2021,61,[],6.2,3038.0
5061,Countdown: Inspiration4 Mission to Space,SHOW,2021,50,['US'],7.9,1642.0
5062,Glória,SHOW,2021,44,['PT'],8.0,3941.0
5063,This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,53,['US'],6.5,4246.0
5064,"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,2021,92,"['US', 'NL']",6.9,5674.0
5065,Jim Gaffigan: Comedy Monster,MOVIE,2021,70,[],6.8,1549.0
5066,The Wasteland,MOVIE,2022,91,['ES'],4.6,3782.0
5067,Fear Street: Part Two - 1978,MOVIE,2021,109,['US'],6.7,58277.0
5068,The Lovebirds,MOVIE,2021,87,['US'],6.0,25460.0
5069,Final Account,MOVIE,2021,94,"['US', 'GB']",7.1,950.0
5070,Heist,SHOW,2021,43,['US'],6.8,1698.0
5071,History of Swear Words,SHOW,2021,21,['US'],6.4,4776.0
5072,Trese,SHOW,2021,29,['PH'],7.0,3701.0
5073,The Sound of Magic,SHOW,2022,69,['KR'],8.0,982.0
5074,Awake,MOVIE,2021,96,['US'],4.8,20828.0
5076,The God Committee,MOVIE,2021,98,['US'],5.8,3761.0
5077,Malcolm & Marie,MOVIE,2021,106,['US'],6.6,35760.0
5078,The White Tiger,MOVIE,2021,125,"['IN', 'SG', 'US']",7.1,58190.0
5079,Seaspiracy,MOVIE,2021,80,['US'],8.1,29604.0
5080,He's Expecting,SHOW,2022,26,['JP'],1.6,2735.0
5081,Fatherhood,MOVIE,2021,109,"['US', 'CA']",6.6,34661.0
5082,He-Man and the Masters of the Universe,SHOW,2021,26,['US'],5.8,1618.0
5083,Moxie,MOVIE,2021,111,['US'],6.7,24003.0
5084,Rurouni Kenshin: The Beginning,MOVIE,2021,138,['JP'],7.4,7958.0
5085,Britney vs. Spears,MOVIE,2021,93,['US'],6.4,6612.0
5086,Ali Wong: Don Wong,MOVIE,2022,59,['US'],6.5,1828.0
5087,Colin in Black & White,SHOW,2021,32,['US'],5.4,7021.0
